Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Emotion
12135,I was shrieking... like a Marine.,Chandler,neutral,115,4,3,10,"00:01:56,699","00:01:59,660",neutral
6408,"Oh, that's great.",Barry,positive,669,2,1,2,"00:17:38,599","00:17:41,392",joy
8634,"Come here, check this out!",Joey,positive,908,4,7,12,"0:02:33,903","0:02:34,925",surprise
9890,"anyway, his name is Allan and we’ve been going out for three years.",Melissa,neutral,1028,0,7,20,"00:12:32,835","00:12:37,922",neutral
1171,"Morning’s here! Sunshine is here! The sky is clear, the morning’s here! The morning’s here!",The Singing Man,positive,126,0,4,19,"00:00:06,756","00:00:22,271",joy
5309,It depends on who asked.,Rachel,neutral,563,1,4,11,"00:21:33,458","00:21:34,709",neutral
4891,"Hey, Chandler, that table place closes at 7, come on.",Joey,neutral,523,16,1,12,"00:10:25,249","00:10:28,418",neutral
1103,"Rachel, I have not missed one question the whole game. I own this game! Look at my hand.",Monica,positive,120,1,4,12,"00:13:07,661","00:13:13,041",joy
12341,It is absolutely essential that you tell me what room the man my assistant described is staying in.,Joey,neutral,132,13,8,23,"00:14:52,588","00:14:57,509",neutral
8555,Those are dead serious.,Joey,neutral,901,8,3,8,"00:07:18,438","00:07:20,272",neutral
414,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,negative,40,1,8,4,"00:04:40,405","00:04:43,532",anger
9898,That’s a good one.,Ben,positive,1029,2,7,16,"00:04:08,498","00:04:09,623",joy
783,I know.,Joey,neutral,79,6,6,18,"0:16:45,554","0:16:47,358",neutral
2569,I can’t figure this out!,Chandler,negative,273,1,6,23,"0:00:05,380","0:00:06,465",anger
18,Ok!,Joey,neutral,1,4,9,23,"00:36:52,376","00:36:53,543",neutral
2702,The only reason she's goin' out with me is because I said I could bring a friend for her friend.,Joey,neutral,287,3,1,14,"00:02:27,981","00:02:35,904",neutral
11943,"No, no resentment, believe me, it's worth it.",Chandler,neutral,96,15,1,6,"00:12:57,610","00:13:03,031",neutral
2521,"Oh, why don’t you make her one of your little jokes.",Ross,negative,264,7,6,17,"00:09:49,630","00:09:52,048",anger
4983,"All right, the man in the picture is Chuck Magioni.",Phoebe Sr,neutral,530,13,3,25,"00:19:34,089","00:19:40,052",neutral
12344,"816, thank you!",Joey,positive,132,16,8,23,"0:15:01,517","0:15:02,579",joy
11829,"So, he’s just a nice guy. You really think this Mark doesn’t want anything in exchange for helping him?",Ross,positive,81,0,3,11,"00:09:10,967","00:09:17,973",joy
10304,"Oh, this life! Oh okay no, Chandler's is worse.",Phoebe,negative,28,1,5,8,"00:04:04,118","00:04:06,995",sadness
6649,All right! I found one that fits!,Chandler,positive,694,0,7,20,"00:21:17,442","00:21:18,776",joy
9778,"Hi, could we get two burritos to go, please?",Chandler,neutral,1019,0,7,10,"00:04:13,920","00:04:16,171",neutral
5086,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,negative,540,5,1,5,"00:06:49,200","00:06:59,668",sadness
2932,Bloomingdale’s,Rachel,neutral,310,4,4,13,"00:02:23,059","00:02:25,394",neutral
7620,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.",Chandler,neutral,809,8,6,6,"00:08:35,848","00:08:41,728",neutral
13623,"So, keep having sex on a regular basis.",Doctor Connelly,neutral,268,9,9,22,"0:03:27,262","0:03:29,180",neutral
9772,That’s it?!,Phoebe,negative,1018,11,8,8,"0:17:02,813","0:17:03,648",anger
3429,"So, let's go.",Chandler,neutral,360,2,2,5,"00:17:36,305","00:17:37,805",neutral
12464,"No, I mean happy.",Gary,neutral,145,12,5,21,"0:06:32,155","0:06:33,363",neutral
13610,"Y'know, it's hand, hand, head, head,  up, pas de bouree, pas de bouree, big turn here, grand sissone, sissone, sissone, slide back, step, step, step, and jazz hands!",Director,neutral,267,7,3,12,"00:15:27,051","00:15:31,471",neutral
2648,You need me to go down there with you and hold your hand?,Ross,neutral,279,12,4,4,"00:04:01,783","00:04:04,409",neutral
11176,Isn’t that mine?,Monica,neutral,9,12,6,18,"00:05:39,714","00:05:40,756",neutral
1658,"I know we broke up because you thought I wasn’t mature enough, but I’ve really grown up and think we should get back together.",Tag,positive,177,7,8,2,"00:16:45,838","00:16:52,468",joy
10432,Okay.,Rachel,neutral,43,1,6,6,"00:19:42,431","00:19:43,431",neutral
6462,Yes.,Ross,neutral,673,1,6,2,"00:15:07,156","00:15:08,197",neutral
10490,"Hey, hey, ok, all right, that's it!",Phoebe,negative,49,6,1,23,"00:09:29,735","00:09:33,947",anger
1255,He wants to talk to you again.,Joey,neutral,135,8,2,6,"00:14:08,556","00:14:10,139",neutral
8572,"Then we can put you in bed, okay?",Chandler,neutral,902,7,7,14,"0:14:43,465","0:14:45,467",neutral
9734,I ate a bug.,Phoebe,negative,1016,9,3,17,"00:15:24,298","00:15:26,215",disgust
9300,"Well I’m, I’m a little slow.  Just as our children would be.",Ross,neutral,972,11,7,19,"00:14:19,859","00:14:26,614",neutral
4567,No.,Chandler,neutral,488,3,5,2,"00:22:00,110","00:22:01,569",neutral
7796,"Thank you, Monica.",Phoebe,positive,823,12,3,3,"00:16:44,670","00:16:45,920",joy
9147,Joey!,Ross,negative,954,5,5,18,"00:16:21,355","00:16:22,939",surprise
2280,"Okay, I’m gonna break into this mini-van and put it in neutral.",Phoebe,neutral,238,2,7,14,"00:08:16,913","00:08:19,664",neutral
10408,"Dude, you don’t have to brag! We got nothing here!!",Joey,negative,38,0,4,2,"00:21:29,705","00:21:33,165",anger
9704,"Go little boy, go!",Phoebe,negative,1012,10,5,3,"0:08:34,722","0:08:34,866",anger
5777,I am so on board!,Rachel,positive,614,2,5,18,"00:14:36,250","00:14:38,793",joy
1843,"Aw, you’re right, you’re right. I’m sorry.",Leslie,neutral,194,0,3,10,"00:14:15,980","00:14:18,773",neutral
1241,"No! Really, no, please, please, that’s, that’s okay.",Rachel,negative,132,6,3,15,"00:16:25,526","00:16:28,236",sadness
259,: Yeah.,Mr. Treeger,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",neutral
11752,It’s only fair!,Rachel,negative,72,8,8,23,"0:19:31,284","0:19:32,059",anger
3726,"But y'know, the ocean is right there.",Phoebe Sr,neutral,401,2,3,25,"00:05:10,518","00:05:14,062",neutral
12837,"Oh really? Well, maybe you and I go out for drinks?  You’re the other one right?",Joey,neutral,183,8,6,22,"00:13:59,713","00:14:07,929",neutral
4840,Happy?! Is that what I’m supposed to be Vic? Happy?,Kate,negative,518,0,3,19,"00:19:15,821","00:19:19,866",anger
12168,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,Dana,positive,118,10,6,18,"00:15:21,295","00:15:29,510",surprise
8187,Wow! You do?,Phoebe,positive,860,13,8,17,"0:13:54,333","0:13:55,185",surprise
13033,This woman's living my life.,Monica,negative,204,1,1,21,"0:02:03,873","0:02:05,834",anger
10041,Cause I don't need your stupid ship.,Rachel,negative,5,10,2,7,"00:19:29,835","00:19:31,210",anger
1795,"I do not always have to be—okay, okay.",Ross,negative,188,5,4,2,"00:09:52,341","00:09:54,467",anger
6122,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",Monica,neutral,646,0,7,6,"00:00:02,794","00:00:08,549",neutral
8318,"Honey wait, Joey, I’m sorry I mean as terrific as I think you are with it",Rachel,neutral,874,9,5,13,"00:21:32,749","00:21:37,169",neutral
11684,"No, bribes.",Larry,neutral,67,2,5,7,"00:02:07,961","00:02:09,378",neutral
3730,"Ahh, yes.",Phoebe Sr,neutral,401,6,3,25,"0:05:23,086","0:05:24,166",neutral
11045,"This one doesn't hurt either—Ooh, yes it does!",Phoebe,negative,108,2,5,3,"00:05:37,879","00:05:40,756",surprise
4378,Am I interrupting?,Mrs. Geller,neutral,471,3,8,23,"0:06:32,547","0:06:34,099",neutral
2061,Well… Yeah. You look great too. Did you get a haircut?,Phoebe,positive,214,8,7,11,"00:09:17,139","00:09:22,018",joy
8325,I think you'll find this room more to your liking.,Hotel Clerk,neutral,875,0,5,5,"00:07:33,911","00:07:36,246",neutral
11598,"Oh sure, come here!  Sure you can! Uh, look come here look,  it’s-it’s-it’s, it’s right there .",Ross,neutral,56,1,8,3,"00:20:13,086","00:20:19,050",neutral
10602,"and then, we could’ve gone from the ceremony to the reception with you in the sidecar!",Ross,positive,63,0,8,18,"00:19:36,622","00:19:42,794",joy
6200,"Ross, ten o'clock.",Chandler,neutral,652,2,1,6,"00:02:00,120","00:02:01,161",neutral
11102,Push!,Joey,positive,1,1,1,23,"0:10:46,146","0:10:46,833",joy
8760,It’s-it’s like I was saying to Ursula when I was making love to her and I thought she was you—Yeah it is too weird.,Eric,negative,921,7,8,7,"00:17:18,912","00:17:26,919",sadness
9170,What?,Danny,negative,956,15,5,10,"0:18:37,032","0:18:37,834",surprise
9345,"Noo, I y'know I don't see why she has to play with you, that's all.",Rachel,negative,977,3,3,12,"00:21:04,471","00:21:08,224",anger
10412,I thought I was a complete idiot.,Rachel,positive,40,0,8,5,"00:06:37,605","00:06:40,857",surprise
5786,Oh but you could.,Rachel,neutral,614,11,5,18,"0:15:06,572","0:15:07,424",neutral
11424,"Y’know, people should be able to sleep with who ever they want, whenever",Rachel,neutral,34,16,6,15,"00:18:54,550","00:18:57,677",neutral
6494,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,675,3,2,1,"00:21:44,428","00:21:55,354",neutral
5747,Hello?,Rachel,neutral,611,8,1,4,"00:22:12,914","00:22:13,956",neutral
136,Uh that’s an eighteenth century Indian artifact from Calcutta.,Ross,neutral,13,1,8,8,"00:10:41,098","00:10:50,899",neutral
10130,"Cause they, 'cause they thought it was a boy, but Chandler's a girl!",Frank,positive,13,14,5,3,"00:16:59,476","00:17:05,440",surprise
11681,"Ohh, it was the best!",Ross,positive,66,4,5,23,"0:22:00,867","0:22:03,853",joy
11532,London baby!,Joey,positive,48,6,4,23,"0:02:14,134","0:02:14,272",joy
11234,Bye!,Joey,neutral,15,4,5,20,"0:13:24,929","0:13:26,873",neutral
844,I'm kidding.,Kim,neutral,86,9,5,18,"00:09:34,699","00:09:36,658",neutral
860,This sucks! I didn’t know I had to stay up all night before I went to this stupid sleep clinic! I’m so tired!,Joey,negative,89,0,4,20,"00:09:22,478","00:09:29,651",anger
1665,Yeah.,Rachel,neutral,179,0,7,22,"0:13:30,893","0:13:31,995",neutral
3733,"No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?",Phoebe,neutral,401,9,3,25,"00:05:31,622","00:05:39,254",neutral
4299,Okay.  My word! Those are snug.,Chandler,negative,462,8,3,5,"00:00:39,164","00:00:42,041",surprise
4236,"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.",Julie,negative,455,8,2,2,"00:20:23,347","00:20:31,604",anger
10587,"Oh, the mixed tape.",Chandler,neutral,60,4,6,17,"00:17:42,728","00:17:44,520",neutral
1263,I'm one of the people who applied for the apartment.,Ross,neutral,137,2,5,14,"00:13:37,525","00:13:39,734",neutral
3365,How did this happen?,Rachel,neutral,354,12,2,3,"00:03:42,388","00:03:44,806",neutral
7523,"No, thank you! You have given me so much! I mean, if it wasn't for you, I would never have gotten to sing",Monica,positive,797,8,1,21,"00:18:07,002","00:18:10,088",joy
2274,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",Julio,negative,237,8,3,12,"00:16:44,795","00:16:53,094",sadness
11309,"So, this isn't over?",Chandler,neutral,22,11,5,5,"00:19:03,183","00:19:04,517",neutral
4683,"Yes, I believe we can expect a call from the President any moment now.",Chandler,neutral,504,2,8,9,"00:21:14,815","00:21:19,527",neutral
7519,Because... I'm Monica Geller. It was my credit card you were using.,Monica,neutral,797,4,1,21,"00:17:51,862","00:17:59,702",neutral
10357,We’ll do a quick check.,Dr. Long,neutral,32,0,8,22,"0:11:13,702","0:11:15,214",neutral
8622,What?!,The Smoking Woman,negative,907,6,5,16,"00:06:52,662","00:06:54,121",surprise
1330,What kinda stuff?,Monica,positive,145,14,1,20,"00:06:05,031","00:06:07,240",joy
3887,Yes.,Joey,neutral,418,17,8,23,"00:18:29,263","00:18:30,806",neutral
9512,Hey!,Joey,positive,993,1,4,8,"0:06:02,029","0:06:02,167",joy
1205,Really. What?,Kate,negative,129,6,3,22,"0:10:37,887","0:10:38,638",surprise
5344,"Ohhh, oh my God! Oh my God! She knows about us!",Monica,negative,568,8,5,14,"00:09:34,448","00:09:37,450",surprise
7545,"Um, the doctor says it's gotta be a needle.",Monica,neutral,801,0,2,6,"00:10:06,647","00:10:10,817",neutral
751,"Yeah, but Jason's really sensitive.",Phoebe,neutral,74,1,3,23,"00:07:12,682","00:07:14,516",neutral
1364,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",Chandler,negative,148,4,1,12,"00:07:45,256","00:07:47,996",anger
5131,"Well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,negative,545,3,1,9,"00:13:24,094","00:13:25,720",sadness
6559,"Well no, it was my fault so you should get the nice room.",Phoebe,neutral,680,7,6,18,"00:09:15,846","00:09:17,973",neutral
201,No!,Joey,positive,20,3,7,7,"0:11:02,703","0:11:03,538",joy
10223,This is disgusting!,Monica,negative,20,5,5,10,"0:21:57,662","0:21:58,196",disgust
5612,"Oh that’s so sweet! Look Chandler I don’t care if you can’t cry, I love you.",Monica,positive,597,6,6,14,"00:13:13,209","00:13:18,046",joy
4257,It was the ring!,Chandler,negative,456,11,6,23,"0:13:40,153","0:13:41,764",anger
3960,"All right, well why don’t I go out with an ex-boyfriend and do Joey a favor?!",Monica,negative,427,0,6,18,"00:07:48,926","00:07:53,346",sadness
4618,I know.,Monica,neutral,498,0,7,5,"00:07:09,303","00:07:12,097",neutral
7394,"Uh, don't you mean ""for whom?""",Joey,neutral,787,1,6,7,"00:16:59,309","00:17:02,687",neutral
607,"Hi Mom, it's Jill.",Jill,neutral,56,1,1,7,"00:02:23,309","00:02:24,643",neutral
7857,Well neither do I!,Rachel,positive,831,7,3,15,"0:12:23,910","0:12:25,816",joy
13021,Really?!,Bonnie,positive,203,2,3,25,"0:13:47,576","0:13:47,918",surprise
6405,"Okay, one thing at a time.",Chandler,neutral,668,1,3,21,"00:18:34,530","00:18:36,489",neutral
10681,"Look, um, I think we should talk about what happened on the terrace.",Rachel,neutral,69,9,7,8,"00:20:03,619","00:20:07,496",neutral
7510,Wh-why  would I when your name is Elaine?,Chandler,positive,796,16,9,2,"00:14:17,398","00:14:19,858",joy
11775,"Yeah, honey, maybe you can talk to somebody who’s had a baby. Like your mom?",Rachel,neutral,74,3,4,11,"00:05:08,558","00:05:11,727",neutral
5575,"Good morning.  Drake, it’s your brother Stryker. Can you hear me?",Dr. Stryker Ramoray,neutral,594,9,7,4,"00:19:04,268","00:19:16,487",neutral
12435,"Well, you broke up with Julie Grath! How much weight could she have gained?",Monica,negative,143,7,7,6,"00:16:44,243","00:16:47,588",anger
5444,Hey-hey.,Joey,positive,577,7,3,7,"0:13:20,466","0:13:21,033",joy
13353,$4.50 please.,Waitress,neutral,241,13,7,22,"0:21:31,707","0:21:46,639",neutral
7931,"Y’know, twin stuff is always a real big seller.",Ursula,neutral,839,5,6,14,"00:16:47,923","00:16:51,342",neutral
7476,"Look, look, your daughter and I are supposed to leave tonight for our honeymoon, now-now you-you tell her that I’m gonna be at that airport and I hope that she’ll be there too!",Ross,negative,794,2,5,1,"00:13:58,838","00:14:08,221",anger
10885,"Oh, that's good. Maybe he'll hear you and pull the cord.",Chandler,negative,89,1,2,6,"00:12:06,767","00:12:10,562",anger
2750,"Well y’know Joey, you’re a pretty charming guy.",Monica,neutral,293,3,6,21,"00:12:56,025","00:13:00,487",neutral
8422,"What? No! No, I’m not stopping. I’m Red Ross!",Ross,negative,888,0,4,15,"00:16:13,430","00:16:16,599",sadness
10501,Son of a bitch!,The Dry Cleaner,negative,50,2,6,22,"0:17:05,671","0:17:06,747",anger
12144,"Oh, that is so not true.",Lydia,neutral,116,7,1,23,"0:07:44,547","0:07:45,465",neutral
4171,"Yeah, we should get a move on if we wanna make those dinner reservations.",Phoebe,neutral,448,11,6,6,"00:10:53,235","00:10:57,405",neutral
2708,"Look, you have not been out with a woman since Janice.",Joey,neutral,287,9,1,14,"0:02:52,255","0:02:54,717",neutral
11233,Bye!,Phoebe,neutral,15,3,5,20,"0:13:24,386","0:13:24,929",neutral
2923,"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to",Chandler,positive,309,0,4,5,"00:11:45,121","00:12:26,161",joy
10420,"Good-good, don’t tell him. Don’t tell him. Just have him call me okay?",Rachel,negative,40,8,8,5,"0:07:12,598","0:07:14,851",fear
6125,Me too!,Rachel,positive,646,3,7,6,"00:00:13,013","00:00:14,888",joy
11727,"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",Molly,neutral,70,20,9,12,"00:17:07,526","00:17:16,993",neutral
13084,"Well, what did he do?",Phoebe,negative,211,1,6,22,"0:17:11,822","0:17:13,074",surprise
6458,"No, Rach, no. I don’t, I don’t, I don’t",Ross,neutral,672,13,4,1,"00:08:14,911","00:08:18,497",neutral
3576,"Ooh, dude. That’s not gonna happen.",Student,neutral,377,5,8,12,"00:06:02,111","00:06:04,321",neutral
5586,"Yeah, but only a genius would swallow a sonic blaster gun.",Phoebe,neutral,596,2,6,5,"00:13:45,032","00:13:48,243",neutral
10716,"Look, maybe I need to try a real teacher!",Joey,negative,72,12,5,11,"00:11:48,082","00:11:49,833",anger
8229,Used to work with her. Used to! I’m a relative and I didn’t get invited! A,Monica,negative,865,3,7,11,"00:12:12,440","00:12:17,402",anger
13043,"No way! Mr.Salty is a sailor, all right, he's got to be, like, thetoughest snack there is.",Joey,negative,205,1,1,20,"00:00:10,010","00:00:15,848",anger
1660,It is the right time.,Tag,positive,177,9,8,2,"0:16:55,014","0:16:56,266",joy
10162,I’m gonna work on that.,Whitney,neutral,16,5,7,5,"00:20:08,749","00:20:09,957",neutral
8119,"If you are not going to learn how to ride this bike then I’m sorry, I’m just gonna have to take it back.",Ross,negative,853,9,7,9,"00:15:12,202","00:15:17,707",anger
3642,It’d take forever to pry this up.,Joey,positive,388,12,3,5,"0:06:34,560","0:06:36,312",joy
3755,And Ross gave me this great book (holds up the,Joey,neutral,404,15,6,12,"00:03:12,233","00:03:15,277",neutral
12655,"Well, honey that was pretty obvious.",Rachel,negative,167,8,5,9,"00:07:25,236","00:07:26,987",sadness
2758,"Yeah, you wish.",Chandler,neutral,293,11,6,21,"0:13:30,559","0:13:31,701",neutral
12458,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.",Chandler,neutral,145,6,5,21,"0:06:10,036","0:06:14,750",neutral
3848,"Yeah, I think that's wrong, but there's a Connect the Dots in here for you later.  Hey, how about maroon?",Chandler,neutral,414,6,5,16,"00:00:21,604","00:00:29,111",neutral
2551,You're so sweet!,Katie,positive,271,3,5,15,"0:15:13,871","0:15:14,343",joy
8366,Great!,Casey,positive,884,2,4,7,"00:01:44,938","00:01:45,979",joy
8316,Do I Rach?,Joey,negative,874,7,5,13,"00:21:24,116","00:21:26,617",sadness
5684,"For God's sake, will you let it go? There's no Rachel!",Man,negative,605,1,1,24,"00:21:20,988","00:21:25,783",anger
8985,"Ah actually, that is mine.",Julio,neutral,941,3,3,12,"00:05:50,975","00:05:52,726",neutral
4945,We’re just gonna be friends.,Ross,neutral,526,20,3,5,"00:21:38,380","00:21:39,964",neutral
4266,You would've liked it.,Barry,negative,457,8,1,20,"00:07:11,264","00:07:14,266",sadness
5108,"Oh, some idiot customer put a suggestion in the suggestion box.",Monica,negative,542,1,3,21,"00:00:05,880","00:00:08,924",anger
12189,"So, that’s it?",Chandler,negative,120,12,6,3,"00:04:50,290","00:04:51,581",surprise
2560,Don’t you think I asked him that before he got in?!,Joey,negative,272,1,6,1,"00:14:36,709","00:14:39,419",surprise
12431,"All right, I…I have to ask.",Monica,negative,143,3,7,6,"00:16:34,576","00:16:37,662",sadness
5543,"Okay, I didn't know you would say that.",Ross,negative,592,2,5,12,"00:11:17,593","00:11:19,427",surprise
552,Does it have to do with Joey?,Monica,neutral,52,8,3,21,"0:13:20,424","0:13:21,676",neutral
6127,"Okay, bla-bla-bla-bla!! Who is it?!",Rachel,positive,646,5,7,6,"00:00:19,019","00:00:23,063",joy
7864,"Oh, yeah! How did you meet her?",Chandler,positive,832,6,4,10,"0:00:24,733","0:00:26,155",surprise
3687,Come on! Admit it! That was the best nap you ever had!,Joey,negative,395,0,7,6,"00:08:53,704","00:08:56,952",anger
12873,"Oh no, my dad's a doctor and he would always tell me just horror stories……about ghosts and goblins who totally supported the princess's right to smoke.",Rachel,neutral,187,8,5,18,"00:05:34,042","00:05:49,139",neutral
13257,"Yeah, I don't think he's up to meeting everyone yet.",Chandler,neutral,232,4,5,4,"00:06:10,495","00:06:12,913",neutral
13681,"No, there are great pictures of you standing next to a guy who’s going like this",Chandler,neutral,278,6,7,5,"00:00:23,982","00:00:28,152",neutral
1399,You’re right.,Rachel,neutral,151,12,6,1,"0:13:21,509","0:13:21,801",neutral
7123,"Hey now! That was an accident, okay.",Ross,negative,755,2,3,10,"00:16:48,340","00:16:50,800",anger
12710,"Eww! Oh, it’s all dirty. You should throw this out.",Phoebe,negative,170,4,6,24,"00:17:21,040","00:17:25,043",disgust
7391,It’s just so frustrating! Why doesn’t she want my breast?!,Rachel,negative,786,2,9,1,"00:09:13,195","00:09:15,971",anger
8385,"Oh, come on! I’ll give you ten free",Rachel,negative,885,3,7,5,"0:14:49,430","0:14:52,332",anger
5947,My mommies love me. That's clever.,Ross,positive,629,8,2,2,"00:08:05,693","00:08:12,407",joy
13022,Ohh!,Rachel,positive,203,3,3,25,"0:13:47,918","0:13:49,497",surprise
11857,It tastes like feet!,Ross,negative,86,5,6,9,"00:17:20,539","00:17:22,582",disgust
5794,My late husband gave me that lighter.  I'm not kidding.,Kim,negative,614,19,5,18,"00:15:24,506","00:15:30,345",sadness
10260,"Aw, God Ross. Oh.",Phoebe,negative,23,13,3,6,"00:18:50,712","00:18:52,046",sadness
3047,What do you think?,Pete,neutral,319,21,3,23,"00:19:10,482","00:19:12,150",neutral
4501,"No, one of them...",Rachel,neutral,481,9,9,20,"0:02:18,763","0:02:20,349",neutral
1017,I think somebody needs another lap dance.,Monica,positive,109,21,4,14,"00:15:22,129","00:15:24,714",joy
10891,Sorry!,Ross,negative,89,7,2,6,"0:12:35,144","0:12:35,290",sadness
2441,"Oh god, oh god.",Monica,positive,255,12,1,22,"00:13:14,752","00:13:16,669",joy
4796,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",Rachel,neutral,512,4,7,15,"00:09:41,831","00:09:47,887",neutral
13580,Aww man! I can’t believe I locked myself out again!,Joey,negative,264,0,4,7,"00:13:56,418","00:14:01,005",anger
6392,"Okay, great!",Monica,positive,666,15,5,7,"00:11:49,250","00:11:50,291",joy
6452,"So umm, does it?",Rachel,neutral,672,7,4,1,"00:07:40,376","00:07:44,296",neutral
11452,"Well, he better not come by here. He can’t see the bride in the wedding dress.",Mrs. Geller,neutral,39,5,7,24,"00:11:22,014","00:11:25,809",neutral
12110,That's right baby.,Joey,positive,113,2,5,21,"00:11:40,866","00:11:42,283",joy
6539,"Op, but the twelfth brings a lover’s spat.",Rachel,negative,679,4,6,21,"00:00:12,220","00:00:20,853",surprise
6382,"I don't know, clean places?",Monica,neutral,666,5,5,7,"00:11:16,050","00:11:17,759",neutral
6302,"Uh, Kristen Riggs, this is Carol Willick.",Ross,neutral,659,16,1,14,"00:15:53,118","00:15:56,204",neutral
5016,"I'm afraid I can't let you do that, Joe.",Chandler,neutral,532,6,9,12,"0:10:58,908","0:11:01,010",neutral
2371,That’s right!,Joey,positive,249,9,8,9,"0:02:39,784","0:02:40,535",joy
7081,It-it—The point is my natural charisma has made him fail his midterm.,Ross,negative,747,14,7,18,"00:08:34,430","00:08:39,601",sadness
12515,Hi!,Ross,positive,154,1,8,11,"00:01:57,492","00:01:58,909",joy
11237,"Listen uh, I’d prefer it if you didn’t call me Joey.",Joey,neutral,16,1,4,10,"00:11:40,574","00:11:42,283",neutral
4324,"Now that you’re a couple, we don’t get two presents from you guys?",Joey,neutral,464,8,7,14,"00:11:14,924","00:11:17,425",neutral
11485,The players.,Monica,neutral,43,2,4,13,"00:05:50,558","00:05:52,017",neutral
9708,Need some help?,Ross,neutral,1013,2,7,9,"00:14:07,972","00:14:11,057",neutral
13651,I'm trppd... in an ATM vstbl... wth,Chandler,negative,271,3,1,7,"00:05:09,225","00:05:15,188",fear
6277,"Which, by the way, is the real San Francisco treat.  I got her machine.",Chandler,neutral,658,12,1,20,"00:02:20,014","00:02:30,232",neutral
13402,It’s me Rhonda!,Tour Guide,neutral,246,6,4,11,"0:11:00,409","0:11:02,431",neutral
10109,Why not?,Phoebe,neutral,11,11,5,19,"0:06:04,989","0:06:05,631",neutral
11305,"Why, exactly?",Monica,negative,22,7,5,5,"00:18:42,746","00:18:44,247",surprise
8067,Ben is way cuter than that kid.,Ross,positive,849,6,5,18,"00:04:20,176","00:04:25,222",joy
4379,Uh yes! Thank you.,Ross,positive,471,4,8,23,"0:06:34,099","0:06:35,150",joy
10548,"And so… I’m gonna get on this spaceship,  and I’m gonna go to Blargon 7 in search of alternative fuels.",Joey,negative,56,12,3,22,"00:20:40,989","00:20:57,797",sadness
13017,Why wouldn’t ya? Erin is great! Then-then there’s you guys.,Joey,positive,202,6,7,7,"00:06:04,906","00:06:10,243",joy
12372,I will!,Rachel,positive,135,4,4,13,"0:21:24,783","0:21:25,159",joy
13024,Really?!,Rachel,positive,203,5,3,25,"0:13:52,915","0:13:53,557",surprise
11339,Oh absolutely. I like it even more on you than I did on Colonel Sanders.  Ross! Ross! I’m kidding!,Monica,neutral,25,12,3,21,"00:04:47,870","00:04:54,376",neutral
10892,I got my s's back!,Ross,positive,89,8,2,6,"00:12:36,839","00:12:40,467",joy
7854,"No, hey, I get that, okay, I get that big time.",Ross,negative,831,4,3,15,"00:12:17,111","00:12:19,654",anger
6867,Chandler’s gonna ask Monica to marry him!,Ross,positive,723,4,6,23,"00:21:39,047","00:21:40,923",joy
13676,Oh Willie’s still alive!,Phoebe,positive,278,1,7,5,"0:00:11,014","0:00:11,223",surprise
9574,"Anyway, I just ran into Ross and Chandler downstairs, and they think we should go out and celebrate.",Monica,positive,1001,7,2,5,"00:05:19,694","00:05:22,612",joy
127,What’s wrong with you?,Chandler,negative,12,4,6,4,"0:10:05,647","0:10:06,929",disgust
256,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",neutral
9585,Thank you. Just make yourself comfortable.,Monica,neutral,1003,0,3,6,"00:11:56,215","00:12:00,427",neutral
4966,Whoa!,Ross,positive,529,6,6,14,"00:18:12,091","00:18:13,716",surprise
6240,Stop it!,Elizabeth,positive,655,12,6,18,"00:21:01,260","00:21:05,221",joy
1572,"So… Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",Ross,neutral,168,8,5,24,"00:06:31,599","00:06:38,230",neutral
6657,Damn it!,Ben,positive,695,4,7,16,"0:09:22,375","0:09:22,513",joy
7118,"I don't need an actual man, just a couple of his best swimmers.",Monica,neutral,754,2,3,3,"00:11:16,759","00:11:21,262",neutral
10359,"So, eight days late huh?",Dr. Long,positive,32,2,8,22,"0:11:16,247","0:11:18,208",surprise
4946,Get out of here you lurker!  Go on! Get!,Phoebe,negative,527,0,5,24,"00:08:00,313","00:08:04,065",anger
